id,commune,opening_hours
2951,"Bir El Djir","dimanche: 08:00–16:30"
2953,"Béjaïa","Non renseigné"
2957,"38 Rue frére khenouche KOUBA ALGER ALGER","dimanche: 09:00–13:30"
2958,"Oran","Non renseigné"
296,"El Bouni","dimanche: 08:30–21:00 | lundi: 08:30–21:00 | mardi: 08:30–21:00 | mercredi: 08:30–21:00 | jeudi: 08:30–21:00 | vendredi: Fermé | samedi: 08:30–21:00"
2965,"El Biar","dimanche: 10:00–16:00 | lundi: 10:30–16:00 | mardi: 10:30–16:00 | mercredi: 10:30–16:00 | jeudi: 10:30–16:00 | vendredi: Fermé | samedi: 10:30–14:00"
2966,"Batna","dimanche: 08:00–14:00 | lundi: 08:00–14:00 | mardi: 08:00–14:00 | mercredi: 08:00–14:00 | jeudi: 08:00–14:00 | vendredi: Fermé | samedi: 08:00–14:00"
2967,"Oran","dimanche: 09:00–14:00 | lundi: Fermé | mardi: 09:00–14:00 | mercredi: 09:00–14:00 | jeudi: 09:00–14:00 | vendredi: Fermé | samedi: 09:00–14:00"
2968,"Béjaïa","dimanche: 08:15–16:00"
297,"El Oued","dimanche: 08:30–20:30"
2970,"Cabinet Médical Dr ZERGUI Residence El Mehdi derrière mosquée MachaAllah 73 logements LPA ilot3 batiment B1،","dimanche: 08:30–17:00"
2972,"Souk Et Tnine","Non renseigné"
2973,"Saoula","dimanche: 09:00–17:00"
2974,"Oran","dimanche: 08:30–16:30 | lundi: 08:30–16:30 | mardi: 08:30–16:30 | mercredi: 08:30–16:30 | jeudi: 08:30–12:30 | vendredi: Fermé | samedi: 08:30–16:30"
2976,"Sétif","dimanche: 08:30–16:30"
2977,"Oran","dimanche: 08:30–16:00"
2978,"Cité AADL ain el malha  logement bâtiment C6 numéro 02 djasr kacentina En Face de la mosquée EL HOUDA Alger","dimanche: 09:00–00:00"
2979,"Bordj El Bahri","dimanche: 08:00–16:00"
298,"Ouargla","dimanche: 08:00–18:00"
2980,"05000Batna","dimanche: 07:30–17:30"
2981,"Bordj El Bahri","dimanche: 08:30–17:00"
2983,"Béni Messous","dimanche: 09:00–15:30"
2984,"Bir El Djir","dimanche: 08:30–14:00"
2988,"Hussein Dey","dimanche: 08:30–17:00 | lundi: 08:30–17:00 | mardi: 08:30–16:00 | mercredi: 09:00–17:00 | jeudi: 09:00–17:00 | vendredi: Fermé | samedi: 09:00–15:30"
299,"Ain Arnat","dimanche: 08:00–16:00"
2991,"Ben Aknoun","dimanche: 09:00–16:00 | lundi: 09:00–16:00 | mardi: 09:00–13:00 | mercredi: 09:00–16:00 | jeudi: 09:00–16:00 | vendredi: Fermé | samedi: 09:00–13:00"
2992,"El Achour","dimanche: Ouvert 24h/24 | lundi: Ouvert 24h/24 | mardi: Ouvert 24h/24 | mercredi: Ouvert 24h/24 | jeudi: Ouvert 24h/24 | vendredi: Fermé | samedi: Ouvert 24h/24"
2993,"Hraoua","dimanche: 09:00–16:00"
2994,"Annaba","Non renseigné"
2996,"Oran","Non renseigné"
2999,"Kouba","dimanche: Ouvert 24h/24"
3,"Oran","dimanche: 08:00–18:00"
30,"Oran","dimanche: 09:00–17:00"
3001,"Gué de Constantine","dimanche: 09:00–18:00"
3002,"ain naajda","dimanche: 10:00–15:00"
3007,"Sétif","dimanche: 08:30–14:00"
3009,"Oran","Non renseigné"
301,"Rue colonel Amirouche n°03Elhadjar","dimanche: 08:00–17:00"
3010,"Constantine","Non renseigné"
3014,"Bir Mourad Raïs","dimanche: 09:00–16:00"
3015,"Oran","Non renseigné"
3016,"Oran","dimanche: 08:00–17:00 | lundi: 08:00–17:00 | mardi: 08:00–17:00 | mercredi: 08:00–17:00 | jeudi: 08:00–17:00 | vendredi: Fermé | samedi: 08:00–17:00"
3017,"Es Senia","dimanche: 08:00–17:00 | lundi: 08:00–17:00 | mardi: 08:00–17:00 | mercredi: 08:00–17:00 | jeudi: 08:00–17:00 | vendredi: Fermé | samedi: Fermé"
3018,"Hussein Dey","Non renseigné"
3019,"Bousfer","Non renseigné"
302,"Batna","dimanche: 07:30–17:00"
3020,"Oran","dimanche: 09:00–16:00"
3021,"Draria","dimanche: 09:00–15:00"
3023,"Sidi MHamed","dimanche: Fermé"
3025,"25 Boulevard Ouaked Ahmed، Chéraga","dimanche: 09:00–16:30"
3029,"Algérie","dimanche: 08:00–16:00"
303,"Ouargla","dimanche: 08:30–15:00"
3030,"La Cave، Souidania","dimanche: 08:30–12:0013:00–16:00"
3031,"Bir El Djir","dimanche: Ouvert 24h/24"
3032,"Bir El Djir","dimanche: 09:00–15:00 | lundi: 09:00–15:00 | mardi: 09:00–15:00 | mercredi: 09:00–15:00 | jeudi: 09:00–15:00 | vendredi: Fermé | samedi: Fermé"
3033,"Seraïdi","dimanche: 08:00–17:00"
3034,"El Achour","dimanche: 08:00–16:30 | lundi: 08:00–16:30 | mardi: 08:00–16:30 | mercredi: 08:00–16:30 | jeudi: 08:00–16:30 | vendredi: Fermé | samedi: 09:00–15:00"
3035,"Chéraga","dimanche: 09:00–17:00"
3036,"Es Sénia","dimanche: 09:00–17:00"
3037,"El Biar","dimanche: 09:00–17:00 | lundi: 09:00–17:00 | mardi: 09:00–17:00 | mercredi: 09:00–17:00 | jeudi: 09:00–17:00 | vendredi: Fermé | samedi: 09:00–17:00"
3038,"Setif","Non renseigné"
304,"Béjaïa","dimanche: 08:00–15:00"
3042,"Bouzareah","dimanche: 09:00–16:00"
3044,"Oran","dimanche: 08:30–12:3014:00–17:00"
3049,"Draria","dimanche: 09:00–16:00 | lundi: 09:00–16:00 | mardi: 09:00–16:00 | mercredi: 09:00–16:00 | jeudi: 09:00–12:00 | vendredi: Fermé | samedi: 09:00–16:00"
305,"Sidi Khouiled","dimanche: Ouvert 24h/24"
3050,"Bir El Djir","dimanche: 08:30–21:00"
3051,"El Mouradia","dimanche: 09:00–15:30 | lundi: 09:00–15:30 | mardi: 09:00–15:30 | mercredi: 09:00–15:30 | jeudi: 09:00–15:30 | vendredi: Fermé | samedi: Fermé"
3052,"Bachdjerrah","dimanche: 08:00–16:00"
3057,"Kouba","dimanche: 09:00–17:00"
3058,"El Bouni 01","dimanche: 08:00–17:00"
3059,"El Khroub","dimanche: 08:00–17:00"
306,"Bir El Djir","dimanche: 08:30–17:30"
3062,"Kouba","dimanche: 09:00–16:00"
3063,"El Khroub","Non renseigné"
3064,"Oran","Non renseigné"
3065,"Oran","dimanche: 08:30–16:30"
3067,"Bachdjerah","dimanche: 10:00–17:00"
307,"Batna","dimanche: 08:00–16:30 | lundi: 08:00–16:30 | mardi: 08:00–16:30 | mercredi: 08:00–16:30 | jeudi: 08:00–13:00 | vendredi: Fermé | samedi: 08:00–16:30"
3070,"Oran","dimanche: 08:30–16:30"
3073,"","Non renseigné"
3077,"Oran","dimanche: 08:30–16:00"
3078,"Belouizdad","dimanche: 08:30–12:3013:00–15:30"
3079,"Batna","dimanche: 08:00–17:00 | lundi: 08:00–17:00 | mardi: 08:00–17:00 | mercredi: 08:00–17:00 | jeudi: 08:00–17:00 | vendredi: Fermé | samedi: 08:00–17:00"
3080,"Béjaïa","dimanche: 08:00–16:00 | lundi: 08:00–16:00 | mardi: 08:00–16:00 | mercredi: 08:00–16:00 | jeudi: 08:00–16:00 | vendredi: Fermé | samedi: Fermé"
3083,"El Achour","dimanche: 09:00–15:30 | lundi: 09:00–15:30 | mardi: Fermé | mercredi: 09:00–15:30 | jeudi: 09:00–15:30 | vendredi: Fermé | samedi: 10:00–13:00"
3084,"Oran","Non renseigné"
3085,"Bir El Djir","dimanche: 08:00–17:00"
3086,"Oran","dimanche: 09:00–17:00"
3087,"Constantine","Non renseigné"
3089,"Batna","Non renseigné"
3090,"El Madania","dimanche: 08:30–16:00"
3091,"Bourouba","dimanche: 08:30–15:30 | lundi: 08:30–15:30 | mardi: 08:30–15:30 | mercredi: 08:30–15:30 | jeudi: 08:30–15:30 | vendredi: Fermé | samedi: 08:30–15:30"
3092,"Oran","dimanche: 08:30–16:00 | lundi: 08:30–16:00 | mardi: 08:30–16:00 | mercredi: 08:30–16:00 | jeudi: 08:30–16:00 | vendredi: Fermé | samedi: 08:30–16:00"
3094,"","Non renseigné"
3095,"Oran","dimanche: Ouvert 24h/24"
3096,"Hai chouhada hai sabah BT A5 1 er étage،","dimanche: 08:00–18:00"
3097,"Hydra","dimanche: 09:00–15:00"
3099,"Aïn Smara","dimanche: 08:00–16:30"
310,"Bouzareah","dimanche: 08:30–17:00"
3100,"Oran","dimanche: 08:30–17:00 | lundi: 08:30–17:00 | mardi: 08:30–17:00 | mercredi: 08:30–17:00 | jeudi: 08:30–13:00 | vendredi: Fermé | samedi: 08:30–17:00"
3102,"Dely Ibrahim","dimanche: Fermé"
3103,"Dely Ibrahim","Non renseigné"
3104,"El Harrach","dimanche: 09:00–15:00"
3106,"Constantine","Non renseigné"
3107,"Bab El Oued","dimanche: 09:00–16:30 | lundi: 09:00–16:30 | mardi: 09:00–16:30 | mercredi: 09:00–16:30 | jeudi: 09:00–14:00 | vendredi: Fermé | samedi: 09:00–14:00"
3108,"El Bouni","dimanche: 08:00–16:00 | lundi: 08:00–16:00 | mardi: 08:00–16:00 | mercredi: 08:00–16:00 | jeudi: 08:00–16:00 | vendredi: Fermé | samedi: 08:00–16:00"
3109,"Oran","dimanche: 08:00–00:00"
311,"Batna","dimanche: 08:00–17:00"
3110,"Annaba","dimanche: 08:00–13:00"
3112,"Setif","dimanche: 07:30–17:00"
3113,"Bouzareah","Non renseigné"
3114,"Draria","dimanche: 10:00–15:30"
3115,"Annaba","dimanche: 08:00–16:00"
3118,"Bouzareah","dimanche: 14:00–20:00"
3119,"Bir El Djir","dimanche: 08:30–17:30"
312,"Guelma","Non renseigné"
3120,"Bir El Djir","dimanche: 09:00–19:00"
3121,"Rouïba","dimanche: 08:00–16:00"
3122,"Oran","dimanche: 08:00–17:00"
3123,"Birkhadem","dimanche: 11:00–16:00"
3124,"Bordj El Bahri","dimanche: 08:30–12:0014:00–16:00"
3125,"Oran","dimanche: 09:00–17:00"
3126,"Bir El Djir","Non renseigné"
3127,"Oran","dimanche: 09:00–17:00"
3128,"Sétif","dimanche: 08:00–14:00"
313,"Bir El Djir","dimanche: Ouvert 24h/24"
3130,"Annaba","dimanche: 08:30–15:30"
3131,"Oran","dimanche: 08:00–17:00"
3133,"Ben Aknoun","Non renseigné"
3134,"Birkhadem","Non renseigné"
3135,"Kouba","dimanche: 08:30–16:00"
3136,"Oran","Non renseigné"
3137,"Sétif","dimanche: 09:00–14:30"
3139,"Bouzareah","dimanche: 09:00–22:00"
314,"Bouzareah","dimanche: 08:30–16:00"
3142,"Oran","Non renseigné"
3143,"El Ouricia","dimanche: 09:00–16:00"
3144,"Aïn Taya","dimanche: 07:30–17:00 | lundi: 07:30–17:00 | mardi: 07:30–17:00 | mercredi: 07:30–17:00 | jeudi: 07:30–14:00 | vendredi: Fermé | samedi: 07:30–17:00"
3146,"Aïn Smara","dimanche: 10:00–17:00"
3147,"Oran","dimanche: 09:00–16:30"
3149,"Draria Alger","dimanche: 09:00–17:00"
315,"Batna","dimanche: 08:00–17:00"
3150,"Réghaïa","dimanche: 09:00–16:00"
3151,"El Mouradia","dimanche: 09:00–12:0014:00–16:00"
3154,"El Khroub","dimanche: 09:00–13:30"
3155,"Bouzareah","dimanche: 08:00–17:00"
3156,"23 coopérative El Mouahiddine Hai Es Sabbah Oran","dimanche: 09:00–17:00 | lundi: 09:00–17:00 | mardi: 10:30–17:00 | mercredi: 09:00–13:00 | jeudi: 09:00–17:00 | vendredi: Fermé | samedi: Fermé"
3159,"Annaba","dimanche: 08:00–16:00 | lundi: 08:00–16:00 | mardi: 08:00–16:00 | mercredi: 08:00–16:00 | jeudi: 08:00–14:00 | vendredi: Fermé | samedi: 08:00–16:00"
316,"Oran","dimanche: Ouvert 24h/24"
3161,"Annaba","dimanche: 08:00–17:00 | lundi: Fermé | mardi: 08:00–17:00 | mercredi: 08:00–17:00 | jeudi: 08:00–17:00 | vendredi: Fermé | samedi: 08:00–17:00"
3162,"Gué de Constantine","dimanche: 08:00–17:00"
3163,"67 Avenue du 1er Novembre، ،","dimanche: 08:30–15:00"
3166,"El Achour،","dimanche: 09:00–17:00 | lundi: 09:00–17:00 | mardi: Fermé | mercredi: 09:00–17:00 | jeudi: 09:00–17:00 | vendredi: Fermé | samedi: 08:00–12:00"
317,"Batna","dimanche: 08:30–16:30"
3170,"Batna","dimanche: 08:00–04:00"
3171,"Draria","dimanche: 08:00–16:00"
3173,"Hussein Dey","dimanche: 09:00–16:00"
3174,"Birkhadem","Non renseigné"
3175,"Baba Hassen","dimanche: 09:00–16:00"
3176,"El Khroub","dimanche: 07:30–16:00"
3177,"Alger Centre","dimanche: 08:00–20:00"
3178,"El Achour","dimanche: 08:30–16:00 | lundi: 08:30–16:00 | mardi: 08:30–16:00 | mercredi: 08:30–16:00 | jeudi: 08:30–16:00 | vendredi: Fermé | samedi: 08:30–15:00"
318,"ex Mirauchaux","dimanche: 09:00–18:00"
3180,"Bachdjerrah","Non renseigné"
3183,"Oran","dimanche: 08:30–16:30"
3184,"Oran","dimanche: 08:00–22:00"
3185,"Bir Mourad Raïs","dimanche: 09:00–17:00"
3186,"Kouba","dimanche: 08:30–15:30 | lundi: 08:30–15:30 | mardi: Fermé | mercredi: 08:30–15:30 | jeudi: 08:30–15:30 | vendredi: Fermé | samedi: 14:00–16:00"
3188,"Oran","dimanche: 08:00–17:00"
3189,"Birkhadem","dimanche: 09:00–15:30"
319,"Béjaïa","dimanche: 01:00–01:3008:30–18:00"
3193,"Annaba","dimanche: 08:00–17:00"
3195,"Batna","Non renseigné"
3196,"Oran","dimanche: 09:00–13:00"
3197,"Draria","dimanche: 09:00–18:00"
3198,"Bir El Djir","dimanche: 09:00–17:00"
3199,"Batna","dimanche: 08:00–16:00"
32,"kiffane","dimanche: 09:00–16:30"
320,"7 Cité du 20 Août  - حي 20 أوت ، Skikda","dimanche: 08:00–17:00"
3200,"Bouzareah","Non renseigné"
3201,"Annaba","dimanche: 08:30–16:30 | lundi: 08:30–16:30 | mardi: 08:30–16:30 | mercredi: 08:30–16:30 | jeudi: Fermé | vendredi: Fermé | samedi: 08:30–16:30"
3202,"El-Kseur","dimanche: 08:00–17:00 | lundi: 08:00–17:00 | mardi: 08:00–17:00 | mercredi: 08:00–17:00 | jeudi: 08:00–17:00 | vendredi: Fermé | samedi: 08:00–17:00"
3203,"Oran","dimanche: 08:30–16:00"
3206,"Annaba","Non renseigné"
3207,"Birtouta","dimanche: 09:00–16:00"
3209,"117/2 cité 340 logements; seddikia BAT 38","dimanche: 08:00–16:30"
321,"Annaba","dimanche: 08:00–00:00 | lundi: 08:00–00:00 | mardi: 08:00–00:00 | mercredi: 08:00–00:00 | jeudi: 08:00–00:00 | vendredi: 14:00–00:00 | samedi: 08:00–00:00"
3211,"El Bouni","dimanche: 09:00–16:00 | lundi: 09:00–16:00 | mardi: 09:00–16:00 | mercredi: 09:00–16:00 | jeudi: 09:00–16:00 | vendredi: Fermé | samedi: 09:00–16:00"
3217,"Alger Centre","dimanche: 07:30–17:30"
3219,"Oran","dimanche: 08:00–20:00"
322,"Batna","dimanche: 08:30–14:30"
3221,"Annaba","dimanche: 09:00–17:00"
3223,"Béjaïa","dimanche: Ouvert 24h/24"
3224,"Bir El Djir","dimanche: 08:00–17:00"
323,"Annaba","dimanche: Ouvert 24h/24"
3231,"Bir El Djir","dimanche: 09:00–15:00"
3233,"Mohammadia","dimanche: 09:00–20:00"
3234,"Chéraga","dimanche: 08:30–15:30"
3235,"Hussein Dey","dimanche: 09:00–16:00"
3236,"Rue El Hidab Cité 30 Logement Promotion Keskas","dimanche: 08:00–23:00"
3237,"Dely Ibrahim","dimanche: 07:30–18:00"
3238,"Birkhadem","dimanche: 09:00–18:00"
3240,"Birkhadem","dimanche: 09:00–22:00"
3243,"Ouled Fayet","Non renseigné"
3244,"Birkhadem","dimanche: 08:30–17:00"
3245,"Rouïba","dimanche: 09:00–15:00"
3246,"Oran","dimanche: 08:30–17:00 | lundi: 08:30–17:00 | mardi: 08:30–17:00 | mercredi: 08:30–17:00 | jeudi: 08:30–17:00 | vendredi: Fermé | samedi: 08:30–17:00"
3247,"Sidi MHamed","dimanche: 08:00–17:00"
3248,"Sétif","dimanche: 08:00–16:00"
3249,"Oran","dimanche: 08:30–16:30"
3251,"El Achour","dimanche: 09:30–15:30"
3254,"Bir El Djir","dimanche: 09:00–16:30"
3255,"Oran","dimanche: 08:30–16:00 | lundi: 08:30–15:00 | mardi: 08:30–16:00 | mercredi: 08:30–15:00 | jeudi: 09:00–12:30 | vendredi: Fermé | samedi: 08:30–15:00"
3257,"sfiha setif","dimanche: Ouvert 24h/24"
3258,"Kouba","Non renseigné"
3259,"Sétif","dimanche: 08:00–22:00"
326,"El Oued","dimanche: 08:00–22:00"
3260,"Bordj El Kiffan","dimanche: 09:00–16:30"
3261,"Bab Ezzouar","dimanche: 09:00–15:00 | lundi: 09:00–15:00 | mardi: 09:00–15:00 | mercredi: 09:00–15:00 | jeudi: 09:00–12:00 | vendredi: Fermé | samedi: 09:00–15:00"
3262,"Mohammadia","dimanche: 09:00–17:00"
3264,"Bab El Oued","dimanche: 07:30–05:00"
3265,"Birkhadem","dimanche: 08:00–18:00"
3266,"Oran","dimanche: Ouvert 24h/24 | lundi: Ouvert 24h/24 | mardi: Ouvert 24h/24 | mercredi: Ouvert 24h/24 | jeudi: Ouvert 24h/24 | vendredi: Ouvert 24h/24 | samedi: Ouvert 24h/24"
3267,"Bir Mourad Raïs","dimanche: 09:00–17:00 | lundi: 09:00–17:00 | mardi: 09:00–17:00 | mercredi: 09:00–17:00 | jeudi: 09:00–17:00 | vendredi: Fermé | samedi: 09:00–13:00"
3268,"Bir El Djir","dimanche: 09:00–18:00"
3269,"Oran","dimanche: 08:00–17:00 | lundi: 08:00–17:00 | mardi: 08:00–17:00 | mercredi: 08:00–17:00 | jeudi: 08:00–17:00 | vendredi: Fermé | samedi: 08:00–17:00"
327,"Bayadha","Non renseigné"
3270,"Boulvard n°03","dimanche: 08:00–16:30 | lundi: 08:00–16:30 | mardi: 08:00–16:30 | mercredi: 08:00–16:30 | jeudi: 08:00–16:30 | vendredi: 08:00–16:30 | samedi: 08:00–16:30"
3273,"Birkhadem","Non renseigné"
3274,"Rouïba","dimanche: 07:00–17:00"
3275,"Birtouta","dimanche: 08:30–16:00"
3277,"Constantine","Non renseigné"
3278,"Kouba","dimanche: 08:30–16:30 | lundi: 08:30–16:30 | mardi: 08:30–16:30 | mercredi: 08:30–16:30 | jeudi: 08:30–16:30 | vendredi: Fermé | samedi: 08:30–16:30"
328,"Oran","dimanche: Ouvert 24h/24"
3280,"Bir Mourad Raïs","dimanche: Ouvert 24h/24"
3281,"Oran","dimanche: 08:00–17:30"
3282,"Annaba","Non renseigné"
3285,"Bouguirat","dimanche: 08:30–17:00 | lundi: 08:30–17:00 | mardi: 08:30–17:00 | mercredi: 08:30–17:00 | jeudi: 08:30–17:00 | vendredi: Fermé | samedi: 09:00–14:00"
3286,"El Biar","dimanche: Ouvert 24h/24"
3288,"Aïn El Turk","dimanche: 08:30–15:30 | lundi: 08:30–15:30 | mardi: 08:30–15:30 | mercredi: 08:30–15:30 | jeudi: 08:30–13:30 | vendredi: Fermé | samedi: 08:30–15:00"
3289,"Sidi MHamed","dimanche: 09:00–16:00"
329,"Sidi Khouiled","Non renseigné"
3290,"Cité  Logements Bât 59 B1،","dimanche: 08:00–16:00"
3292,"Bir El Djir","dimanche: 09:00–18:00"
3296,"Es Sénia","dimanche: 08:30–19:30"
3297,"Hydra","dimanche: 08:00–14:30"
33,"Oran","dimanche: 09:00–20:00 | lundi: 09:00–20:00 | mardi: 09:00–20:00 | mercredi: 09:00–20:00 | jeudi: 09:00–20:00 | vendredi: 09:00–20:00 | samedi: 09:00–20:00"
3302,"Chéraga","dimanche: 07:30–00:00"
3303,"Annaba","Non renseigné"
3305,"Oran","dimanche: Ouvert 24h/24"
3306,"Bouzareah","dimanche: 09:00–00:00"
3307,"Sétif","dimanche: 08:00–23:00"
3309,"Oran","dimanche: 08:30–16:30"
331,"179","dimanche: 08:30–16:30"
3312,"El Madania","dimanche: 09:00–16:00"
3315,"Oran","dimanche: 08:30–16:00 | lundi: 08:30–16:00 | mardi: 08:30–16:00 | mercredi: 08:30–16:00 | jeudi: 08:30–13:00 | vendredi: Fermé | samedi: 08:30–16:00"
3317,"","Non renseigné"
3319,"Oran","dimanche: 08:30–18:00 | lundi: 08:30–18:00 | mardi: 08:30–18:00 | mercredi: 08:30–18:00 | jeudi: 08:30–18:00 | vendredi: Fermé | samedi: 08:30–18:00"
332,"Ouargla","dimanche: 07:30–17:30"
3321,"Ben Aknoun","dimanche: 08:00–16:30"
3322,"Sidi MHamed","dimanche: 10:00–16:00"
3323,"Hydra","dimanche: 09:00–17:30 | lundi: 09:00–17:30 | mardi: 09:00–17:30 | mercredi: 09:00–17:30 | jeudi: 09:00–17:30 | vendredi: Fermé | samedi: 09:00–17:30"
3324,"Dely Ibrahim","dimanche: Ouvert 24h/24"
3325,"Oran","dimanche: 09:30–17:30"
3328,"Bir El Djir","Non renseigné"
3329,"Cité mehdid saleh","dimanche: 08:00–16:30"
3331,"Bir Mourad Raïs","dimanche: 08:30–18:00"
3332,"Oran","dimanche: 09:00–17:00 | lundi: 09:00–17:00 | mardi: 09:00–17:00 | mercredi: 09:00–17:00 | jeudi: 09:00–17:00 | vendredi: 09:00–17:00 | samedi: 09:00–17:00"
3333,"Bourouba","dimanche: 08:00–17:00"
3334,"Skikda","dimanche: 08:30–16:00"
3335,"Setif","dimanche: 08:00–16:00"
3338,"Oran","dimanche: 08:30–17:00"
3339,"Oran","dimanche: 09:00–17:00"
334,"Tlemcen","Non renseigné"
3340,"Annaba","dimanche: 08:00–16:00"
3342,"Bab El Oued","dimanche: 08:00–16:00"
3343,"Oran","dimanche: 09:00–16:00"
3344,"Bouzareah","dimanche: 08:00–18:00"
3345,"Tour AADL EL Hattab Annaba DZ،","dimanche: 08:30–16:00"
3346,"Birkhadem","dimanche: Ouvert 24h/24"
3347,"Les Eucalyptus","dimanche: 08:30–16:00"
3348,"Annaba","dimanche: 09:00–17:00"
3349,"Sidi MHamed","Non renseigné"
335,"Blida","dimanche: 08:30–17:00"
3350,"Mohamed Belouizdad","dimanche: 09:30–17:00"
3351,"Bab El Oued","dimanche: 09:00–16:00"
3352,"Ouled Fayet","dimanche: 08:30–16:30 | lundi: 08:30–16:30 | mardi: 08:30–16:30 | mercredi: 08:30–16:30 | jeudi: 08:30–16:30 | vendredi: Fermé | samedi: 08:30–16:30"
3356,"Raïs Hamidou","dimanche: 08:00–17:00 | lundi: 08:00–17:00 | mardi: 08:00–17:00 | mercredi: 08:00–17:00 | jeudi: 08:00–17:00 | vendredi: Fermé | samedi: 08:00–17:00"
3360,"Oran","dimanche: 08:30–16:30 | lundi: 08:30–16:30 | mardi: 08:30–16:30 | mercredi: 08:30–16:30 | jeudi: 08:30–16:30 | vendredi: Fermé | samedi: 08:30–16:30"
3362,"Bir Mourad Raïs","dimanche: 09:00–17:00"
3363,"Birkhadem","dimanche: 08:30–14:00 | lundi: 08:30–14:00 | mardi: 08:30–14:00 | mercredi: 08:30–14:00 | jeudi: 08:30–18:00 | vendredi: Fermé | samedi: Fermé"
3364,"Oran","Non renseigné"
3365,"Bir El Djir","dimanche: 08:30–16:00"
3367,"Oran","dimanche: 09:00–12:0014:00–16:00"
3369,"Alger Centre","dimanche: 08:00–12:0014:00–16:00"
337,"Mostaganem","dimanche: 08:00–17:00"
3370,"Bourouba","dimanche: 09:00–16:30 | lundi: 09:00–16:30 | mardi: 09:00–16:30 | mercredi: 09:00–16:30 | jeudi: 09:00–16:00 | vendredi: Fermé | samedi: 09:00–16:30"
3371,"Kouba","dimanche: 09:00–17:00"
3374,"Oran","dimanche: 08:00–17:00 | lundi: 08:00–17:00 | mardi: 08:00–17:00 | mercredi: 08:00–17:00 | jeudi: 08:00–17:00 | vendredi: Fermé | samedi: 08:00–17:00"
3377,"Chéraga","dimanche: 08:30–16:00"
3378,"Batna","dimanche: 08:00–16:00 | lundi: 08:00–16:00 | mardi: 08:00–16:00 | mercredi: 08:00–16:00 | jeudi: 08:00–13:00 | vendredi: Fermé | samedi: 08:00–16:00"
3379,"Oran","dimanche: 08:00–15:30"
3386,"Kouba","Non renseigné"
3387,"Salah Bey، El Khroub","dimanche: 08:00–16:00"
339,"El Oued","dimanche: 08:00–14:00"
3392,"Dely Ibrahim","dimanche: 08:30–17:00 | lundi: 08:30–17:00 | mardi: 08:30–11:0013:00–16:00 | mercredi: 08:30–17:00 | jeudi: Fermé | vendredi: Fermé | samedi: 09:30–15:00"
3393,"Bir El Djir","dimanche: 09:00–16:00"
3395,"Batna","dimanche: 08:00–15:45"
3396,"574lots","dimanche: 08:00–17:00"
3397,"Bir El Djir","dimanche: 08:00–15:30 | lundi: 08:00–15:30 | mardi: 08:00–15:30 | mercredi: 08:00–15:30 | jeudi: 08:00–15:00 | vendredi: Fermé | samedi: 08:00–15:30"
3398,"Oran","dimanche: 08:00–17:00"
3399,"Batna","dimanche: 08:00–17:00"
34,"Bir El Djir","dimanche: 00:00–06:0008:00–00:00"
